DRHO,DENS,GR,DTC,WELLNAME
0.01962,2.3996,1.1099828811307255,97.2942,26
0.01952,2.3953,0.9707400973805752,97.9549,26
0.01941,2.391,0.8314973136304266,98.6157,26
0.01978,2.3874,0.7461762394860773,99.1178,26
0.02162,2.3861,0.8278145872862983,99.1288,26
0.02346,2.3848,0.9094529350865194,99.1398,26
0.0253,2.3834,0.9910912828867404,99.1508,26
0.02444,2.3868,1.052295996083541,99.0384,26
0.02348,2.3904,1.112731184372613,98.9212,26
0.02253,2.394,1.1731663726616834,98.804,26
0.02192,2.3913,1.140598979245336,98.7764,26
0.02147,2.3858,1.0647320682530754,98.7905,26
0.02102,2.3802,0.988878898777023,98.8046,26
0.0199,2.3768,0.8255334955955334,98.8283,26
0.01777,2.3766,0.5317948451027648,98.8661,26
0.01564,2.3763,0.2380561946099981,98.904,26
0.01408,2.3758,-0.0010461874340786,98.8961,26
0.01671,2.373,0.157750773882091,98.5552,26
0.01934,2.3702,0.3165477351982588,98.2142,26
0.02197,2.3675,0.4753446965144285,97.8733,26
0.02341,2.3674,0.2884875590986035,97.6401,26
0.02463,2.3678,0.035753592974775,97.4275,26
0.02585,2.3682,-0.2169941146652653,97.2149,26
0.026,2.3624,-0.4723801934175139,97.6928,26
0.0253,2.3518,-0.7298412411173869,98.7154,26
0.02461,2.3411,-0.987302288817262,99.738,26
0.02315,2.3277,-1.238772035449824,100.426,26
0.01973,2.3074,-1.474658902700893,100.2461,26
0.0163,2.2872,-1.7105595114681718,100.0663,26
0.01288,2.2669,-1.9464463787192408,99.8864,26
0.01486,2.2764,-1.9851150053325743,96.2259,26
0.01685,2.2859,-2.023261454329952,92.5563,26
0.01884,2.2954,-2.061407903327328,88.8866,26
0.02014,2.3318,-2.102233947985543,85.509,26
0.02117,2.3788,-2.1441455724243044,82.2469,26
0.02219,2.4258,-2.186043455346856,78.9849,26
0.02141,2.4365,-2.120207851187478,79.8225,26
0.01829,2.4001,-1.914827149921342,85.97,26
0.01516,2.3637,-1.709460190171416,92.1175,26
0.01513,2.3345,-1.449278322262075,97.4097,26
0.02395,2.419,0.3773264613925665,94.0033,26
0.02747,2.424,0.0730755509995848,95.151,26
0.02835,2.4178,0.0305455583314001,96.2353,26
0.02794,2.4062,0.1158116664109119,97.2887,26
0.02753,2.3947,0.2010777744904218,98.342,26
0.02606,2.3851,0.0917090469795729,99.302,26
0.02294,2.3787,-0.3207150790140386,100.1166,26
0.01983,2.3723,-0.7331392050076502,100.9312,26
0.01708,2.3654,-1.032030924078954,101.623,26
0.01732,2.3548,-0.4145833762406538,101.3241,26
0.01756,2.3442,0.2028641715976483,101.0251,26
0.0178,2.3336,0.8203254609521585,100.7262,26
0.01793,2.341,0.8716775070267969,99.5675,26
0.01804,2.3521,0.8065976862589396,98.2319,26
0.01816,2.3632,0.7415041239748703,96.8963,26
0.01956,2.3744,0.5716040175614838,96.0434,26
0.02203,2.3857,0.3154484139015051,95.5877,26
0.02449,2.3969,0.0592790687253183,95.132,26
0.02691,2.4071,-0.0350426985362074,94.7584,26
0.02923,2.4144,0.3132909958566253,94.6095,26
0.03154,2.4217,0.6616109487332481,94.4605,26
0.03385,2.429,1.0099446431260788,94.3116,26
0.03021,2.42,0.4360164771230418,95.7568,26
0.02649,2.4109,-0.150169121338809,97.2232,26
0.02277,2.4017,-0.736368461316866,98.6895,26
0.02109,2.3799,-0.9118338817950744,99.0113,26
0.02027,2.3528,-0.9162723915307192,98.8564,26
0.01944,2.3257,-0.9207246427825738,98.7016,26
0.01939,2.3173,-0.8824545201393131,98.4564,26
0.02039,2.3342,-0.7864288048678181,98.0892,26
0.02138,2.3511,-0.690403089596325,97.722,26
0.02184,2.3636,-0.6615596470727316,97.3345,26
0.01907,2.35,-1.030972827330828,96.8272,26
0.0163,2.3364,-1.4003722660727165,96.3199,26
0.01353,2.3228,-1.7697854463308131,95.8126,26
0.01464,2.3204,-1.1125699505824214,94.5566,26
0.01636,2.3197,-0.2931083729492958,93.1821,26
0.01808,2.319,0.5263532046838316,91.8077,26
0.01951,2.3364,1.2410769457686854,91.9977,26
0.02071,2.3667,1.8807582668338447,93.3082,26
0.02192,2.397,2.520453329415212,94.6186,26
0.02227,2.4145,2.844656921344286,95.6108,26
0.02066,2.4024,2.4391310364878067,95.8668,26
0.01905,2.3902,2.0336051516313294,96.1227,26
0.01749,2.3782,1.6258943656975524,96.374,26
0.01854,2.3731,1.1167986731706046,96.4065,26
0.01959,2.3679,0.6077029806436548,96.4389,26
0.02064,2.3628,0.0986072881167051,96.4714,26
0.02306,2.3631,0.1299654281066237,96.1427,26
0.02595,2.3654,0.3510526824001377,95.6871,26
0.02885,2.3676,0.5721399366936499,95.2316,26
0.02921,2.3729,0.5112787614020868,95.0118,26
0.02658,2.3818,0.1185187451041696,95.0695,26
0.02395,2.3907,-0.2742550127099574,95.1272,26
0.0219,2.3975,-0.6195655735367148,95.2604,26
0.02253,2.3947,-0.7464409926983783,95.7411,26
0.02316,2.3918,-0.8733301533762516,96.2219,26
0.0238,2.389,-1.000205572537915,96.7026,26
0.02477,2.3682,-0.9789611884781364,96.503,26
0.02579,2.3453,-0.9408284809969708,96.2258,26
0.0268,2.3224,-0.9026957735158032,95.9486,26
0.02899,2.3289,-0.5073111276218837,95.4682,26
-0.0033,2.408,0.8258166963345279,101.9622,35
-0.00346,2.4116,0.9754239303803884,101.48,35
-0.00362,2.4153,1.1250311644262505,100.9978,35
-0.00378,2.4189,1.2741836375928914,100.5206,35
-0.00337,2.4156,1.3804521598490682,100.5119,35
-0.00253,2.4089,1.0849576357493662,100.0981,35
-0.00258,2.4094,0.7746197165519179,99.8703,35
-0.00238,2.4109,0.5540243092597824,99.8769,35
-0.0019,2.4137,0.4436174630027027,100.1714,35
-0.00141,2.4165,0.3332197119632077,100.4659,35
-0.001,2.4193,0.2607217325979235,100.6957,35
-0.00097,2.4217,0.3760036154802439,100.605,35
-0.00095,2.4241,0.4912854983625644,100.5142,35
-0.00092,2.4265,0.606567381244885,100.4234,35
0.00072,2.4288,0.4916311166307716,100.484,35
0.00257,2.431,0.3474082513948772,100.5639,35
0.00442,2.4333,0.2031853861589828,100.6438,35
0.00484,2.4331,0.2112528441563494,100.723,35
0.00434,2.4315,0.3182126029489406,100.8018,35
0.00384,2.4298,0.4251723617415317,100.8806,35
0.00305,2.4277,0.5728786953122522,100.9702,35
0.00167,2.4244,0.8050159337189956,101.0823,35
0.00029,2.4211,1.0371622673433238,101.1944,35
-0.00101,2.4181,1.2536375410697231,101.3148,35
-0.00053,2.4212,1.1346448094129655,101.614,35
-5e-05,2.4242,1.015642982538623,101.9132,35
0.00043,2.4272,0.8966502508818666,102.2124,35
-0.0002,2.4295,0.7153279931191884,102.24,35
-0.00118,2.4316,0.5147329692951582,102.1836,35
-0.00216,2.4337,0.3141470406887114,102.1273,35
-0.00447,2.4323,0.1596920556703628,101.09,35
-0.00822,2.4271,0.0546331973529131,99.0025,35
-0.01196,2.4219,-0.0504165657469531,96.9151,35
-0.01429,2.4196,-0.1771038514801161,94.6119,35
-0.01101,2.4288,-0.3891679446780805,91.457,35
-0.00773,2.438,-0.6012411330936284,88.3021,35
-0.00446,2.4471,-0.8133052262915914,85.1472,35
-0.00323,2.4508,-0.6245976518503776,88.5025,35
-0.00217,2.454,-0.4016374879862974,92.4143,35
-0.00111,2.4572,-0.1786682289046338,96.3261,35
-0.00105,2.4543,0.0827828957766434,95.3907,35
-0.00154,2.4479,0.3658533526560482,91.7337,35
-0.00204,2.4416,0.6489147143178695,88.0768,35
-0.0024,2.4384,0.7626595054284264,85.9667,35
-0.00251,2.4409,0.5748341670928994,86.6118,35
-0.00262,2.4435,0.387017923974957,87.2569,35
-0.00248,2.4444,0.2100522754352083,88.1104,35
0.00057,2.4277,0.1600194835034018,91.4022,35
0.00363,2.411,0.1099957867891801,94.694,35
0.00668,2.3943,0.0599629948573737,97.9858,35
0.01495,2.3815,0.2940466098271795,100.5023,35
-0.00119,2.4048,0.9580793504469308,100.9782,35
-0.00074,2.4064,0.9645551453670256,100.7826,35
-0.00029,2.408,0.9710309402871216,100.5869,35
-0.00024,2.4046,0.9723770324896142,100.4752,35
-0.00043,2.3983,0.9707307981068368,100.4123,35
-0.00062,2.3919,0.9690845637240592,100.3494,35
-0.00089,2.3904,0.9447912375561162,100.2971,35
-0.00131,2.3977,0.8787417674581739,100.2646,35
-0.00173,2.405,0.8127013925778175,100.232,35
-0.00227,2.4104,0.7469247790074073,100.3396,35
-0.00438,2.391,0.684668014642162,102.2846,35
-0.00648,2.3716,0.6224112502769166,104.2296,35
-0.00859,2.3522,0.5601544859116713,106.1746,35
-0.00956,2.3513,0.2913908062925333,106.3502,35
-0.01022,2.3554,-0.0322625114484824,106.0555,35
-0.01088,2.3595,-0.3559249244070842,105.7608,35
-0.01005,2.3632,-0.3072200342425996,105.3942,35
-0.00777,2.3666,0.1003821418024652,104.9584,35
-0.00549,2.37,0.5080025082826981,104.5225,35
-0.00408,2.3606,0.6478596690780785,105.8127,35
-0.00566,2.3084,-0.1170845106406348,112.9358,35
-0.00723,2.2561,-0.8820377855769328,120.059,35
-0.0088,2.2038,-1.646981965295646,127.1822,35
-0.01231,2.2016,-1.7299758257533333,127.3457,35
-0.01593,2.2022,-1.7751881523654045,127.1236,35
-0.01955,2.2028,-1.8203913837598924,126.9015,35
-0.01879,2.2118,-1.8593007245859727,124.3658,35
-0.01583,2.2251,-1.8950631201278505,120.6735,35
-0.01287,2.2383,-1.9308164204521416,116.9811,35
-0.00944,2.2589,-1.69308562323099,112.9306,35
-0.00525,2.2912,-1.019994045897173,108.3099,35
-0.00117,2.4308,1.0137420820634828,99.9162,35
-0.00642,2.3296,-0.6296636880448908,102.5391,35
-0.01021,2.2923,-0.7269643257628449,103.6513,35
-0.01161,2.2727,-0.951980008801,104.6467,35
-0.01171,2.2629,-1.2470834385445713,105.5779,35
-0.01181,2.2531,-1.5421959635057283,106.5092,35
-0.01158,2.2458,-1.6925581006110952,107.2617,35
-0.0108,2.2429,-1.5909463297581328,107.7032,35
-0.01002,2.2399,-1.4893254636875883,108.1446,35
0.06571,2.32,0.9127760716590138,99.5639,35
0.05905,2.3139,0.8908656924981849,99.69,35
0.05475,2.3074,1.0016454426762258,100.0199,35
0.02647,2.6785,-1.3889506424261058,64.2057,35
0.0272,2.7029,-1.9014934389600229,59.2652,35
0.02826,2.6836,-2.2581351108796737,59.1407,35
0.02933,2.6642,-2.614776782799323,59.0163,35
0.03374,2.6321,-2.7763351327510906,60.7409,35
0.04896,2.5587,-2.307140143224442,68.4445,35
0.06419,2.4853,-1.837945153697793,76.148,35
0.07941,2.4119,-1.368759259388728,83.8516,35
0.07203,2.3766,-0.5965025247321543,89.1961,35
0.08169,2.2328,1.358541780688238,102.0674,35
0.07722,2.2247,1.0317233272278492,102.1973,35
-0.00518,2.3769,0.406845498308958,100.441,35
-0.00466,2.3792,0.4376510002673334,101.1546,35
-0.00259,2.3907,0.5892228013114259,101.8002,35
-0.00052,2.4022,0.740785507137935,102.4458,35
0.00083,2.4126,0.7784760888077052,102.0801,35
0.00127,2.4215,0.6717982817602309,100.4321,35
0.0017,2.4304,0.5651204747127553,98.784,35
0.00208,2.4369,0.4986253389531778,97.4353,35
0.00216,2.431,0.6428754898418251,97.6566,35
-0.0009,2.3842,0.7955841930839683,101.7284,35
-0.00447,2.3523,0.663057777661618,102.8729,35
-0.00711,2.325,0.431566299703368,103.9053,35
-0.00778,2.3075,-0.0126077462485856,104.6969,35
-0.00844,2.2901,-0.4567726969829546,105.4885,35
-0.00893,2.2736,-0.8812555968646739,106.2252,35
-0.00471,2.2853,-0.7898031840534919,105.5224,35
-0.00048,2.2969,-0.6983416760247253,104.8195,35
0.00374,2.3085,-0.6068801679959586,104.1167,35
0.15534,2.6088,0.1652842333717968,83.9334,126
0.15534,2.6088,0.3728924711116398,82.4994,126
0.15534,2.6088,0.0706989527674114,85.6474,126
0.15534,2.6088,-0.2314715184811539,88.7954,126
0.15534,2.6088,-0.5336650368253822,91.9434,126
0.15534,2.6088,-0.829958498679669,94.1164,126
0.15534,2.6088,-1.1250304644637712,96.0852,126
0.15534,2.6088,-1.4200793831522105,98.0539,126
0.15534,2.6088,-1.354856102423552,98.8228,126
0.15534,2.6088,-0.9899744838736876,98.5938,126
0.15534,2.6088,-0.6250928653238236,98.3647,126
0.15534,2.6088,-0.2622854853837031,98.2106,126
0.15534,2.6088,0.0947601206404567,98.2642,126
0.15534,2.6088,0.4518057266646166,98.3179,126
0.15534,2.6088,0.2603304558894594,97.1003,126
0.15534,2.6088,-1.8223894850601468,94.7111,126
0.15534,2.6088,-1.7186775545728803,94.9994,126
0.15534,2.6088,-1.614942576989951,95.2878,126
0.15534,2.6088,-1.4399690267101015,95.7604,126
0.15534,2.6088,-1.044434770927334,96.8035,126
0.15534,2.6088,-0.6489005151445664,97.8467,126
0.15534,2.6088,0.2700102360682712,99.299,126
0.15534,2.6088,0.2617593758206188,98.9939,126
0.15534,2.6088,0.2535085155729649,98.6888,126
0.15534,2.6088,0.407924056520672,98.3021,126
0.15534,2.6088,0.5933609882319016,97.8998,126
0.15534,2.6088,0.7787748728474699,97.4975,126
0.15534,2.6088,1.0280292124518648,97.1773,126
0.15534,2.6088,1.32761840898608,96.9219,126
0.15534,2.6088,1.627207605520295,96.6664,126
0.15534,2.6088,1.7923630930473495,96.4519,126
0.15534,2.6088,1.608769928989226,96.3434,126
0.15534,2.6088,1.425176764931101,96.2349,126
0.15534,2.6088,0.3712561273195071,94.3681,126
0.15534,2.6088,-2.460770987852763,92.4301,126
0.15534,2.6088,-2.0772212218151904,92.7386,126
0.15534,2.6088,-1.6399486757852135,93.4028,126
0.15534,2.6088,-1.2026530826595745,94.067,126
0.15534,2.6088,-1.0191982011754337,95.5031,126
0.15534,2.6088,-1.0255591995786524,97.5165,126
0.15534,2.6088,-0.7261774269054104,102.7343,126
0.15534,2.6088,-0.4243296149961397,102.8894,126
0.15534,2.6088,-0.1224818030868689,103.0445,126
0.15534,2.6088,0.0085409357620434,103.1358,126
0.15534,2.6088,-0.7063799717301757,102.911,126
0.15534,2.6088,-1.421323926318058,102.6861,126
0.15534,2.6088,-2.13626788090594,102.4613,126
0.15534,2.6088,-2.074109863900572,102.2274,126
0.15534,2.6088,-1.9131259006886712,101.9924,126
0.15534,2.6088,-1.1715395035133935,98.6702,126
0.15534,2.6088,-0.9542053914034128,98.1261,126
0.15534,2.6088,-0.7633754393068432,98.0945,126
0.15534,2.6088,-0.6009164619724586,98.6114,126
0.15534,2.6088,-0.4384344375424077,99.1284,126
0.15534,2.6088,-0.2706976753010044,99.2738,126
0.15534,2.6088,-1.2222892081651635,95.3806,126
0.15534,2.6088,-0.5418006615947165,95.4645,126
0.15534,2.6088,0.1386878849757288,95.5484,126
0.15534,2.6088,0.8191764315461758,95.6322,126
0.15534,2.6088,1.069283513690133,95.6344,126
0.15534,2.6088,1.180416608981154,95.6102,126
0.15534,2.6088,1.291549704272175,95.586,126
0.15534,2.6088,1.1967339527111502,95.9225,126
0.15534,2.6088,0.874397272756728,96.6578,126
0.15534,2.6088,0.5520375457066427,97.393,126
0.15534,2.6088,0.2639027557173548,97.9585,126
0.15534,2.6088,0.1176689337303095,97.8198,126
0.15534,2.6088,-0.0285648882567341,97.6811,126
0.15534,2.6088,-0.1747987102437794,97.5424,126
0.15534,2.6088,-0.0428079933769848,97.519,126
0.15534,2.6088,0.1155946951205657,97.5066,126
0.15534,2.6088,0.2739743365224518,97.4942,126
0.15534,2.6088,0.1941161500472574,97.4353,126
0.15534,2.6088,-0.0241398458892779,97.3494,126
0.15534,2.6088,-0.2423958418258116,97.2634,126
0.15534,2.6088,-0.3356904850730235,97.2142,126
0.15534,2.6088,-0.1985833129688592,97.2327,126
0.15534,2.6088,-0.0614761408646933,97.2512,126
0.15534,2.6088,0.059175404935492,97.2524,126
0.15534,2.6088,-0.0359630059648257,97.0269,126
0.15534,2.6088,-0.1310783697694805,96.8013,126
0.15534,2.6088,-0.2261937335741353,96.5758,126
0.15534,2.6088,0.1214025632278522,96.6203,126
0.15534,2.6088,0.5867003775850528,96.7365,126
0.15534,2.6088,1.051975144846592,96.8528,126
0.15534,2.6088,1.3769391937066904,96.8208,126
0.15534,2.6088,1.566662885211395,96.6461,126
0.15534,2.6088,1.756363529620437,96.4713,126
0.15534,2.6088,1.8782365714908051,96.3627,126
0.15534,2.6088,1.770837105697325,96.4776,126
0.15534,2.6088,1.6634376399038455,96.5926,126
0.15534,2.6088,1.5560612212060303,96.7076,126
0.15534,2.6088,1.5365172840830963,96.5917,126
0.15534,2.6088,1.5218362841452329,96.4631,126
0.15534,2.6088,1.507155284207368,96.3345,126
0.15534,2.6088,1.381387283169811,96.1938,126
0.15534,2.6088,1.2000988286780707,96.0472,126
0.15534,2.6088,1.0188103741863304,95.9006,126
0.15534,2.6088,0.8792371628461338,95.7776,126
0.15534,2.6088,0.806085681209116,95.6921,126
0.15534,2.6088,0.7329572466677626,95.6066,126
0.15534,2.6088,0.6648991731724514,95.5815,126
0.15534,2.6088,0.6402848750034738,96.0704,126
0.15534,2.6088,0.6156705768344961,96.5594,126
0.15534,2.6088,0.5910562786655184,97.0483,126
0.15534,2.6088,0.5559555519694956,97.2406,126
0.15534,2.6088,0.5185962098984156,97.3696,126
0.15534,2.6088,0.4812599149230002,97.4986,126
0.15534,2.6088,0.5138715552873294,97.4299,126
0.15534,2.6088,0.6053224308814337,97.1951,126
0.15534,2.6088,0.696773306475538,96.9603,126
0.15534,2.6088,0.7593461712028557,96.7439,126
0.15534,2.6088,0.7407471650021393,96.5792,126
0.15534,2.6088,0.7221712058970859,96.4145,126
0.15534,2.6088,0.7035721996963695,96.2498,126
0.15534,2.6088,0.7151648888152795,96.2345,126
0.15534,2.6088,0.7273337553257865,96.2219,126
0.15534,2.6088,0.7394795747406272,96.2094,126
0.15534,2.6088,0.6374039880454951,96.3464,126
0.15534,2.6088,0.4865376998300187,96.5472,126
0.15534,2.6088,0.335694458710207,96.7481,126
0.15534,2.6088,0.4771114377035094,96.8179,126
0.15534,2.6088,1.0222443914402413,96.7067,126
0.15534,2.6088,1.5673773451769748,96.5956,126
0.15534,2.6088,1.992319695026797,96.5124,126
0.15534,2.6088,1.673463126517615,96.6024,126
0.15534,2.6088,1.354606558008433,96.6923,126
0.15534,2.6088,1.035749989499251,96.7823,126
0.15534,2.6088,0.9879042189011242,97.016,126
0.15534,2.6088,0.9847928609865078,97.2735,126
0.15534,2.6088,0.9816815030718896,97.5309,126
0.15534,2.6088,0.8039883955037076,97.8548,126
0.15534,2.6088,0.4985682837665414,98.2272,126
0.15534,2.6088,0.1931251249337122,98.5997,126
0.15534,2.6088,0.0395853736212305,98.717,126
0.15534,2.6088,0.2462947746301835,98.2291,126
0.15534,2.6088,0.4530272227347995,97.7413,126
0.15534,2.6088,0.656878783881437,97.2678,126
0.15534,2.6088,0.6822305891116572,97.6922,126
0.15534,2.6088,0.707559347246213,98.1166,126
0.15534,2.6088,0.732911152476435,98.5411,126
0.15534,2.6088,0.8873266934241405,98.3194,126
0.15534,2.6088,1.2505950152775367,93.9463,126
0.15534,2.6088,1.4053562626602012,91.2217,126
0.15534,2.6088,1.300123223859122,92.2455,126
0.15534,2.6088,1.1878608208805732,93.3704,126
0.15534,2.6088,1.0755984179020244,94.4953,126
0.15534,2.6088,1.108463576318656,94.8824,126
0.15534,2.6088,1.205630131637392,94.9426,126
0.15534,2.6088,1.3027966869561274,95.0027,126
0.15534,2.6088,1.3060924216360557,95.1136,126
0.15534,2.6088,1.1754614834134285,95.2969,126
0.15534,2.6088,1.044830545190801,95.4801,126
0.15534,2.6088,0.9209293589020148,95.3365,126
0.15534,2.6088,0.8417164911054081,93.0289,126
0.15534,2.6088,0.7625036233088014,90.7213,126
0.15534,2.6088,0.683290755512193,88.4137,126
0.15534,2.6088,0.6091712958572945,86.7699,126
0.15534,2.6088,0.535973720028949,85.2429,126
0.15534,2.6088,0.4627530971049389,83.7158,126
0.15534,2.6088,0.3654713063078836,86.2639,126
0.15534,2.6088,0.249959262840734,91.8917,126
0.15534,2.6088,0.1344472193735829,97.5195,126
0.15534,2.6088,0.015362876078538,101.3079,126
0.15534,2.6088,-0.1124793635687641,100.5646,126
0.15534,2.6088,-0.2403216032160679,99.8212,126
0.15534,2.6088,-0.3668271113148673,99.1247,126
0.15534,2.6088,-0.3251349152589863,104.3215,126
0.15534,2.6088,-0.2834196721074422,109.5184,126
0.15534,2.6088,-0.2417044289558965,114.7152,126
0.15534,2.6088,-0.3130351900354731,117.728,126
0.15534,2.6088,-0.4267956542321702,119.9208,126
0.15534,2.6088,-0.5405791655245336,122.1135,126
0.15534,2.6088,-0.5894851025231943,122.8385,126
0.15534,2.6088,-0.5579105814637394,121.7416,126
0.15534,2.6088,-0.5263130133086182,120.6447,126
0.15534,2.6088,-0.4966974953805873,119.1112,126
0.15534,2.6088,-0.4769461343966801,115.3743,126
0.15534,2.6088,-0.4571947734127713,111.6373,126
0.15534,2.6088,-0.4374664595245272,107.9003,126
0.15534,2.6088,-0.3679564190023952,106.4552,126
0.15534,2.6088,-0.2919470975030616,105.3095,126
0.15534,2.6088,-0.215960823099391,104.1637,126
0.15534,2.6088,-0.2037458623975581,104.848,126
0.15534,2.6088,-0.2334305216125795,106.7339,126
0.15534,2.6088,-0.263092133731938,108.6197,126
0.15534,2.6088,-0.2727949610064128,109.0302,126
0.15534,2.6088,-0.2405520741727057,106.3462,126
0.15534,2.6088,-0.208309187338997,103.6622,126
0.15534,2.6088,-0.1897332282339452,100.7469,126
0.15534,2.6088,-0.4828461908866217,92.5543,126
0.15534,2.6088,-0.7759591535392982,84.3618,126
0.15534,2.6088,-1.0690490690963117,76.1693,126
0.15534,2.6088,-1.3474579847154602,78.1899,126
0.15534,2.6088,-1.6212574812018423,83.4154,126
0.15534,2.6088,-1.8950569776882245,88.6409,126
0.15534,2.6088,-1.987913726117822,97.1348,126
0.15534,2.6088,-1.8850084439787904,109.1651,126
0.15534,2.6088,-1.782103161839759,121.1954,126
0.15534,2.6088,-1.6812029770234822,129.2511,126
0.15534,2.6088,-1.588277087306891,121.3562,126
0.15534,2.6088,-1.495374244685966,113.4613,126
0.15534,2.6088,-1.4024483549693745,105.5663,126
0.15534,2.6088,-1.4656665383752798,105.5538,126
0.15534,2.6088,-1.542689932083823,106.2395,126
0.15534,2.6088,-1.6197363728880294,106.9251,126
0.15534,2.6088,-1.7876805589904077,107.4333,126
0.15534,2.6088,-2.0072732864754457,107.8407,126
0.15534,2.6088,-2.226866013960482,108.2482,126
0.15534,2.6088,-2.185012488234955,108.7,126
0.15534,2.6088,-1.6721224213319303,109.2318,126
0.15534,2.6088,-1.1592323544289056,109.7636,126
0.15534,2.6088,-0.67925354013384,110.4959,126
0.15534,2.6088,-0.5988191762670486,113.6618,126
0.15534,2.6088,-0.5183617653045942,116.8276,126
0.15534,2.6088,-0.4379043543421398,119.9935,126
0.15534,2.6088,-0.2573764540073067,119.9935,126
0.15534,2.6088,-0.0510819007203034,119.9935,126
0.15534,2.6088,0.1551896054710368,119.9935,126
0.15534,2.6088,0.209465515759373,119.9935,126
0.15534,2.6088,0.1202732555403243,119.9935,126
0.15534,2.6088,0.0310579482256111,119.9935,126
0.15534,2.6088,-0.101094098310829,119.9935,126
0.15534,2.6088,-0.3741791348316314,119.9935,126
0.15534,2.6088,-0.6472641713524336,119.9935,126
0.15534,2.6088,-0.920349207873236,119.9935,126
0.15534,2.6088,-0.8940755188164626,119.9935,126
0.15534,2.6088,-0.852936453056514,119.9935,126
0.15534,2.6088,-0.8118204343922283,119.9935,126
0.15534,2.6088,-0.7908245302424736,119.9935,126
0.15534,2.6088,-0.7796466888455134,119.9935,126
0.15534,2.6088,-0.7684688474485516,119.9935,126
0.11269,2.6161,-1.745269594445625,104.7536,127
0.11269,2.6161,-1.643251219600261,104.3576,127
0.11269,2.6161,-1.4738851636199748,105.5318,127
0.11269,2.6161,-1.6667515022049737,104.4641,127
0.11269,2.6161,-1.859617840789971,103.3964,127
0.11269,2.6161,-2.049161335565037,102.3395,127
0.11269,2.6161,-1.822543387727664,102.6414,127
0.11269,2.6161,-1.5959254398902918,102.9432,127
0.11269,2.6161,-1.3693074920529194,103.245,127
0.11269,2.6161,-1.1518238297526366,103.54,127
0.11269,2.6161,-0.937790269110326,103.8325,127
